text,text_en,cmp_code,eu_code,annotations
Das muss überall erkennbar und transparent sein.,This must be recognizable and transparent everywhere.,403,,Error_not_all_lines_annotated
Wir fordern mehr Lebensmittelkontrollen und die Veröffentlichung der Ergebnisse im Internet.,We are calling for more food inspections and for the results to be published on the internet.,403,,Error_not_all_lines_annotated
Bei groben Verstößen sollen diese an der Ladentür veröffentlicht werden.,"In the event of serious violations, these should be published at the store door.",403,,Error_not_all_lines_annotated
"Wir fordern ein Werbe- und Marketingverbot für ungesunde Lebensmittel, besonders für Kinder und Jugendliche.","We are calling for a ban on advertising and marketing unhealthy foods, especially for children and young people.",403,,Error_not_all_lines_annotated
"Der Zuckergehalt insbesondere in Softdrinks muss geregelt und begrenzt werden, ohne die Verbraucher*innen zu belasten.",The sugar content of soft drinks in particular must be regulated and limited without burdening consumers.,403,,Error_not_all_lines_annotated
Pflanzliche Alternativnahrungsmittel etwa zu Fleisch oder Milchprodukten müssen als Grundnahrungsmittel anerkannt werden und damit von der Mehrwertsteuer befreit werden (Kapitel 1).,"Plant-based alternative foods to meat or dairy products, for example, must be recognized as staple foods and thus exempt from VAT (Chapter 1).",403,,Error_not_all_lines_annotated
"Lebensmittelverschwendung soll verboten werden (Kapitel 1),","Food waste should be banned (Chapter 1),",416.2,,Error_not_all_lines_annotated
ebenso die Spekulation mit Lebensmitteln (Kapitel 6).,as should speculation with food (Chapter 6).,403,,Error_not_all_lines_annotated
Containern muss endlich entkriminalisiert werden.,Containerization must finally be decriminalized.,605.2,,Error_not_all_lines_annotated
"Artensterben stoppen, Natur und Meere schützen","Stop species extinction, protect nature and the oceans",H,,Error_not_all_lines_annotated
"Wir wollen unsere natürlichen Lebensgrundlagen erhalten und zerstörte Ökosysteme wiederherstellen: saubere, schadstofffreie Gewässer, Böden und Luft und eine wachsende biologische Vielfalt.","We want to preserve our natural resources and restore destroyed ecosystems: clean, pollutant-free water, soil and air and growing biodiversity.",501,,Error_not_all_lines_annotated
Nur eine intakte Natur sichert auch das Leben für uns Menschen.,Only an intact natural environment can secure life for us humans.,501,,Error_not_all_lines_annotated
Die Mittel für natürlichen Klimaschutz müssen verdoppelt werden.,The funds for natural climate protection must be doubled.,501,,Error_not_all_lines_annotated
Damit investieren wir in die Wiederherstellung von Ökosystemen und verbinden Klima- mit Naturschutz.,This will enable us to invest in the restoration of ecosystems and combine climate protection with nature conservation.,501,,Error_not_all_lines_annotated
Internationale Arten- und Naturschutzabkommen müssen konsequent umgesetzt werden.,International species and nature conservation agreements must be consistently implemented.,501,,Error_not_all_lines_annotated
Schutzgebiete wie Natura 2000 und Wildnisflächen wollen wir ausweiten: Deutschland gehört in Europa zu den Schlusslichtern bei streng geschützten Flächen.,We want to expand protected areas such as Natura 2000 and wilderness areas: Germany brings up the rear in Europe when it comes to strictly protected areas.,501,,Error_not_all_lines_annotated
Wir fordern 5 Prozent Wildnisflächen.,We demand 5 percent wilderness areas.,501,,Error_not_all_lines_annotated
"Wir fordern eine Positivliste zur Haltung von Haustieren, um exotische Tiere vor der Entnahme aus der Natur zu schützen.",We call for a positive list for keeping pets in order to protect exotic animals from being taken from the wild.,501,,Error_not_all_lines_annotated
"Die Linke unterstützt die Idee, die Natur als Rechtssubjekt anzuerkennen.",The Left supports the idea of recognizing nature as a legal entity.,501,,Error_not_all_lines_annotated
Wir fordern ein einklagbares ökologisches Menschenrecht auf eine natürliche Umwelt ohne ökologische Schäden und eine Erweiterung der bisherigen Verbandsklagerechte.,We demand an enforceable ecological human right to a natural environment without ecological damage and an extension of the existing rights of associations to take legal action.,501,,Error_not_all_lines_annotated
Jeder Mensch soll – wie in der Praxis und in der Verfassung mehrerer lateinamerikanischer Länder bereits Realität – die Interessen bzw. Belange der Natur vor Gericht vertreten können.,Everyone should be able to represent the interests and concerns of nature in court - as is already the case in practice and in the constitutions of several Latin American countries.,501,,Error_not_all_lines_annotated
Wasser ist Menschenrecht,Water is a human right,H,,Error_not_all_lines_annotated
Mit dem Klimawandel spitzen sich die Verteilungskonflikte zu.,Climate change is exacerbating distribution conflicts.,503,,Error_not_all_lines_annotated
Wollen wir Wasser nutzen für Lebensmittelanbau und öffentliche Schwimmbäder oder für Golfplätze und private Swimmingpools?,Do we want to use water for food cultivation and public swimming pools or for golf courses and private swimming pools?,503,,1. QEM  
Die Linke steht in diesen Fragen auf der Seite der Mehrheit der Menschen: Gemeinwohl vor Profitinteressen.,The left is on the side of the majority of people on these issues: Common good before profit interests.,503,,2. QEM  
Wasser gehört in die Hände der Bürger*innen.,Water belongs in the hands of the citizens.,413,,3. QEM-DS  
Die öffentliche Hand muss den Zugang für alle zu fairen Preisen garantieren.,The public sector must guarantee access for all at fair prices.,503,,4. QEM-DS  
Bei der Planung und Verwirklichung von großen Industrieprojekten wie etwa Tesla in Grünheide muss die lokale und regionale Versorgung mit Wasser garantiert werden.,"When planning and implementing large industrial projects such as Tesla in Grünheide, the local and regional supply of water must be guaranteed.",501,,5. POL  
Die dauerhafte Versorgung der Bevölkerung mit Trinkwasser darf nicht gefährdet werden.,The long-term supply of drinking water to the population must not be jeopardized.,501,,6. QEM  
"Wir brauchen eine naturnahe Renaturierung von Gewässern und einen Aktionsplan Niedrigwasserschutz, um die Wasserversorgung, aber auch das Leben in Gewässern zu gewährleisten.",We need near-natural renaturation of water bodies and an action plan for low water protection in order to guarantee not only the water supply but also life in water bodies.,501,,7. QEM-SS  
Dazu dient auch die Revitalisierung von Mooren und die Wiedereinrichtung von Auwäldern.,The revitalization of moors and the restoration of riparian forests also serve this purpose.,501,,8. QEM-SS  
Meere schützen,Protecting the oceans,H,,9. QEM-SS  
Die Weltmeere machen rund 73 Prozent der Fläche unseres Planeten aus.,The world's oceans make up around 73 percent of our planet's surface area.,501,,10. QEM-SS  
"Sie bieten Lebensräume für Tiere und Pflanzen, sind Nahrungsquellen, regulieren das Klima und produzieren Sauerstoff.","They provide habitats for animals and plants, are sources of food, regulate the climate and produce oxygen.",501,,11. QEM-LG  
Jedes Jahr gelangen 8 Millionen Tonnen Müll in die Ozeane.,"Every year, 8 million tons of waste end up in the oceans.",501,,12. QEM-EC  
"Die Förderung von Öl und Gas vergiftet das Wasser, Überfischung und Klimaerwärmung zerstören Lebensräume.","Oil and gas extraction is poisoning the water, while overfishing and global warming are destroying habitats.",501,,13. QEM-EC  
"Deutschland hat im September 2024 das UN-Hochseeschutzabkommen unterzeichnet, das Hochseegewässer unter Schutz stellt.","In September 2024, Germany signed the UN Convention on the Protection of the High Seas, which places high seas waters under protection.",501,,14. QEM-LG  
Das Abkommen muss schnell ratifiziert werden.,The agreement must be ratified quickly.,501,,15. POL  
Bis 2030 müssen 30 Prozent der weltweiten Meeresflächen geschützt sein.,"By 2030, 30 percent of the world's marine areas must be protected.",501,,16. QEM-DS  
"Die Linke setzt sich dafür ein, dass Fischfang wirksam reguliert",The Left is committed to ensuring that fishing is effectively regulated,416.2,,17. QEM-DS  
und der Schutz der Meere mit verbindlichen Standards und harten Sanktionen durchgesetzt wird.,and that marine protection is enforced with binding standards and tough sanctions.,501,,18. QEM-SS  
"Fischereisubventionen sollen an nachhaltige, soziale und Tierschutzstandards gekoppelt werden.","Fishing subsidies should be linked to sustainable, social and animal welfare standards.",416.2,,19. QEM-LG  
Die Belastung der Meere durch Müllentsorgung sowie Einleitungen vonseiten der Landwirtschaft und der Industrie muss drastisch gemindert werden.,The pollution of the oceans caused by waste disposal and discharges from agriculture and industry must be drastically reduced.,501,,20. QEM-HC  
Den Tiefseebergbau wollen wir international verbieten.,We want to ban deep-sea mining internationally.,501,,21. QEM-HC  
Kommerzieller Walfang muss gestoppt werden.,Commercial whaling must be stopped.,501,,22. QEM-HC  
"Deutschland soll insbesondere auf Norwegen, Island und Japan Einfluss nehmen, um die Jagd nach Walen zu beenden.","Germany should exert influence on Norway, Iceland and Japan in particular to end the hunt for whales.",501,,23. QEM-HC  
Verstöße gegen das internationale Walfangverbot müssen bestraft werden.,Violations of the international ban on whaling must be punished.,501,,24. QEM-HC  
Tiere schützen,Protecting animals,H,,25. QEM-HC  
Die Linke steht für einen grundlegenden Wandel des Zusammenlebens von Menschen und Tieren.,The Left stands for a fundamental change in the way humans and animals live together.,501,,26. QEM-LG  
"Tiere sind keine Dinge und kein Mittel zu Profit, sondern fühlende Wesen.","Animals are not things and not a means to profit, but sentient beings.",501,,27. QEM-LG
Tierschutz muss unabhängig von Profitinteressen durchgesetzt werden: von der Landwirtschaft bis zum Forschungslabor.,Animal welfare must be enforced independently of profit interests: from agriculture to research laboratories.,501,,1. 1.1  
Wir setzen uns für eine umfassende Reformierung des Tierschutzgesetzes ein.,We are committed to a comprehensive reform of the Animal Welfare Act.,501,,2. 1.1  
Das Gesetz soll besser durchgesetzt werden und härtere Strafen vorsehen.,The law should be better enforced and provide for tougher penalties.,501,,3. 1.1  
"Wir fordern die Einführung eine*r unabhängigen Bundestierschutzbeauftragte*n, die an der Gesetzgebung beteiligt wird.",We call for the introduction of an independent federal animal welfare commissioner who is involved in legislation.,501,,4. 2.1  
Tierschutzvereine und -organisationen wollen wir stärken.,We want to strengthen animal welfare associations and organizations.,501,,5. 1.2  
Es braucht einen ambitionierten und konkreten Ausstiegsplan aus Tierversuchen.,An ambitious and concrete plan to phase out animal testing is needed.,501,,6. 2.2  
Schwerbelastende Tierversuche müssen sofort verboten werden.,Severely harmful animal experiments must be banned immediately.,501,,7. 2.1  
Der Handel mit Tieren muss streng reguliert werden.,The trade in animals must be strictly regulated.,501,,8. 2.3  
"Anonymität im Internet, Wilderei und der illegale Wildtierhandel müssen bekämpft werden.","Anonymity on the internet, poaching and the illegal wildlife trade must be combated.",501,,9. 2.3  
Herstellung und Import von Pelzen wollen wir verbieten.,We want to ban the production and import of fur.,501,,10. 1.2  
"Wir schützen wilde Tiere, indem wir Biotope verbinden.",We protect wild animals by connecting biotopes.,501,,11. 1.3  
"Durch Tierkorridore, Zäune und Geschwindigkeitsbegrenzungen reduzieren wir Wildunfälle.","We reduce wildlife accidents through animal corridors, fences and speed limits.",501,,12. 1.3  
"Die Haltungsstandards in Zoos, im Gewerbe und in Haushalten müssen an die Tiere angepasst werden.","The husbandry standards in zoos, in industry and in households must be adapted to the animals.",501,,13. 3.1  
Soziale Tiere dürfen nicht einzeln gehalten werden.,Social animals must not be kept individually.,501,,14. 3.1  
"Delfinarien, Wildtiere in Zirkussen und die Tierhaltung auf Jahrmärkten wollen wir verbieten.","We want to ban dolphinaria, wild animals in circuses and the keeping of animals at fairs.",501,,15. 3.2  
"Wir streiten für ein Importverbot von Tieren, die in Zoos und Aquarien nicht artgerecht gehalten werden können.",We are fighting for a ban on the import of animals that cannot be kept appropriately in zoos and aquariums.,501,,16. 3.1  
Wild gefangene Tiere dürfen nicht in Zootierhandlungen verkauft werden.,Animals caught in the wild must not be sold in zoo pet shops.,501,,17. 1.2  
Qualzuchten und medizinisch nicht notwendige Eingriffe in die körperliche Unversehrtheit wollen wir verbieten.,We want to ban torture breeding and medically unnecessary interventions in the physical integrity of animals.,501,,18. 1.2  
12. Planbares Leben und starke Kommunen,12 Plannable life and strong communities,H,,19. 1.2  
In der Stadt wie auf dem Land ist ein Grundangebot an öffentlichen Dienstleistungen unabdingbar.,A basic range of public services is essential in both urban and rural areas.,411,,20. 1.2  
"Man muss sich darauf verlassen können, dass der Bus fährt und man zu Fuß und mit dem Rad Geld abheben und Brötchen kaufen kann.",People must be able to rely on the bus to run and be able to withdraw money and buy bread rolls on foot or by bike.,411,,21. 1.2  
Niemand will 30 Kilometer zur Kita oder zur Arztpraxis fahren.,Nobody wants to travel 30 kilometers to the daycare center or doctor's office.,504,,22. 3.3  
"Es ist gut, wenn es in der Nähe Orte gibt, wo etwas los ist und mehr möglich ist als Spazierengehen und Netflix.",It's good if there are places nearby where there is something going on and more is possible than going for a walk and watching Netflix.,411,,23. 3.3
Ganz offensichtlich regelt der Markt das nicht.,"Obviously, the market does not regulate this.",403,,1. 1.1
In den letzten Jahrzehnten wurde die Infrastruktur systematisch kaputtgekürzt.,The infrastructure has been systematically cut back in recent decades.,411,,2. 2
"Die Orientierung auf Profit hat dazu geführt, dass nichts mehr funktioniert.",The focus on profit has meant that nothing works anymore.,403,,3. 2.1
"Die Eckkneipe bleibt geschlossen, wenn die Menschen sich den Besuch dort nicht mehr leisten können.",The corner pub remains closed when people can no longer afford to go there.,503,,4. 2.2
"Die Folge: Wer kann, zieht weg, und die Angebote kommen nicht zurück.","As a result, those who can will move away and the services will not return.",503,,5. 1.2
Damit die öffentliche Daseinsvorsorge wieder funktioniert muss Schluss sein mit Privatisierung und Kürzungen.,"In order for public services to function again, privatization and cuts must stop.",409,,6. 1.3
Die Versorgung mit den grundlegenden Dingen muss endlich wieder funktionieren!,The provision of basic necessities must finally work again!,504,,7. 1.4
"Ein gutes, bezahlbares Angebot in der öffentlichen Daseinsvorsorge muss das Minimum sein.","A good, affordable range of public services must be the minimum.",504,,8. 1.5
Wir wollen aber noch viel mehr: Mit guten öffentlichen Angeboten schaffen wir eine hohe Lebensqualität für alle und nicht für wenige.,"But we want much more: with good public services, we can create a high quality of life for everyone, not just the few.",503,,9. 3
Momentan ist Versorgung eine Klassenfrage:,"At the moment, provision is a class issue:",415,,10. 2.3
"Wer Luxusautos fährt, braucht keinen Nahverkehr.","if you drive a luxury car, you don't need public transport.",503,,11. 2.4
"Wer einen Swimmingpool hat, braucht keine öffentlichen Schwimmbäder.","If you have a swimming pool, you don't need public swimming pools.",503,,12. 2.5
Gute öffentliche Dienstleistungen kommen hingegen allen zugute.,"Good public services, on the other hand, benefit everyone.",503,,13. 1.6
"Wir fordern: Kommunen müssen in der Lage sein, die notwendige soziale Infrastruktur vorzuhalten.",We demand this: Local authorities must be able to provide the necessary social infrastructure.,301,,14. 1.7
"Hierfür brauchen wir eine Infrastrukturgarantie: Bus, Bäcker, eine Möglichkeit zum Geldabheben, Arztpraxen und Begegnungsorte müssen in jedem Ort vorhanden sein.","To this end, we need an infrastructure guarantee: buses, bakeries, a cash withdrawal facility, doctors' surgeries and meeting places must be available in every town.",411,,15. 1.8
"Schwimmbäder und Sportstätten,","Swimming pools and sports facilities,",502,,16. 1.9
"Jugendzentren, Wohnungslosenhilfe und Schulpsycholog*innen sind unverzichtbarer Teil der öffentlichen Daseinsvorsorge.","youth centers, assistance for the homeless and school psychologists are an indispensable part of public services.",504,,17. 1.10
Dazu müssen die Kommunen ausreichend finanziert werden.,"To this end, local authorities must be adequately funded.",301,,18. 1.11
Als Soforthilfeprogramm sollen Kommunen in Finanzkrisen aus einem Bundesfonds Mittel für eine Mindestausstattung der sozialen Infrastruktur bekommen können.,"As an emergency aid program, municipalities in financial crises should be able to receive funding from a federal fund to provide a minimum level of social infrastructure.",301,,19. 1.12
Die kommunalen Haushalte müssen von den Sozialleistungen entlastet werden.,Municipal budgets must be relieved of social benefits.,301,,20. 1.13
Diese muss in vollem Umfang der Bund tragen.,These must be borne in full by the federal government.,301,,21. 2.6
"Kosten, die von Bund oder Ländern verursacht werden, müssen auch von dort finanziert werden (Konnexität).",Costs caused by the federal or state governments must also be financed by them (connexity).,301,,22. 1.14
"Die Ampel hat eine Entschuldung der Kommunen versprochen, passiert ist nichts.","The traffic light government promised to reduce local authority debt, but nothing has happened.",301,,23. 1.15
"Um Kommunen wieder handlungsfähig zu machen, müssen sie von Haushaltssicherungskonzepten, Haushaltskonsolidierungen und Nothaushalten befreit werden.","In order to make municipalities capable of acting again, they must be freed from budget protection concepts, budget consolidations and emergency budgets.",301,,24. 3.1
Es braucht ein bundesweites Kommunalentschuldungspaket.,A nationwide municipal debt relief package is needed.,301,,25. 1.16
Die Linke tritt für eine Reform der Gewerbesteuer und ihre Umwandlung in eine Gemeindewirtschaftsteuer ein.,The Left Party advocates a reform of trade tax and its transformation into a municipal tax.,301,,26. 1.17
"Es soll einen höheren Mindesthebesatz für die Kommunen geben (350 Prozent), um Steuerdumping einzelner Kommunen auf Kosten der Allgemeinheit zu vermeiden.",There should be a higher minimum assessment rate for local authorities (350%) to prevent tax dumping by individual local authorities at the expense of the general public.,503,,27. 1.18
"Förderung auch ohne Eigenmittel der Kommunen: Wenn die Kommunen nur auf Fördermittel zugreifen können, wenn sie Eigenanteile erbringen, sind die Kommunen ausgeschlossen, die die Förderung am dringendsten benötigen.","Funding even without municipalities' own resources: If municipalities can only access funding if they provide their own contributions, the municipalities that most urgently need the funding will be excluded.",301,,1. 1.1  
Wir wollen Bundesprogramme für Kommunen verstetigen,We want to make federal programs for municipalities permanent,301,,2. 2  
und bürokratische Hürden abbauen!,and reduce bureaucratic hurdles!,303,,3. 3.1  
"Die Kommunen müssen ihre Aufgaben stärker eigenständig wahrnehmen können,",Local authorities must be able to perform their tasks more independently,301,,4. 3.2  
statt sie auf private Anbieter zu übertragen!,instead of transferring them to private providers!,413,,5. 3.3  
"Der lokale Energieversorger und kommunale Wohnungsbaugesellschaften sollten keine Profite erzielen müssen, um den kommunalen Haushalt zu sanieren.",Local energy suppliers and municipal housing associations should not have to make a profit in order to balance the municipal budget.,413,,6. 4.1  
"Wir fordern einen Rekommunalisierungsfonds aus Bundesmitteln, auf den Kommunen und Länder zurückgreifen können, um privatisierte Betriebe zurück in die öffentliche Hand zu holen und gemeinnützig zu betreiben.",We are calling for a remunicipalization fund from federal funds that municipalities and federal states can draw on to bring privatized companies back into public hands and operate them on a non-profit basis.,413,,7. 3.4  
Wir wollen Selbstverwaltung und lokale Mitbestimmung stärken,We want to strengthen self-administration and local co-determination,202.1,,8. 5.1  
und den Spielraum der Kommunen vergrößern.,and increase the scope for local authorities.,301,,9. 5.2  
Wir setzen uns für autofreie Innenstädte ein – selbstverständlich mit Ausnahmen für Menschen mit besonderen Bedarfen oder für den Lieferverkehr.,"We are committed to car-free city centers - with exceptions for people with special needs or for delivery traffic, of course.",501,,10. 6.1  
"Ob auf dem Weg zur nächsten Haltestelle oder Bahnhof oder auch von A nach B, überall soll es angenehm und sicher sein, sich zu Fuß oder per Rad zu bewegen.","Whether on the way to the next stop or train station or from A to B, it should be pleasant and safe to move around everywhere on foot or by bike.",411,,11. 6.2  
Einrichtungen für die alltägliche Versorgung sollen an allen Orten in 15 Minuten fußläufig erreichbar sein.,Everyday amenities should be within 15 minutes' walking distance in all locations.,411,,12. 6.3  
"Wir setzen uns für mehr Platz auf den Straßen,","We are committed to more space on the roads,",411,,13. 6.4  
für mehr sichere und intakte Rad- und Fußwege,more safe and intact cycle paths and footpaths,411,,14. 6.5  
und für mehr Fahrradabstellanlagen ein.,and more bicycle parking facilities.,411,,15. 7.1  
Deutschland braucht ein flächendeckendes bundesweites Radverkehrsnetz.,Germany needs a nationwide cycling network.,411,,16. 7.2  
Die sogenannte „Smart City“ darf kein Geschäftsmodell großer Konzerne bleiben.,"The so-called ""smart city"" must not remain a business model for large corporations.",411,,17. 7.3
"Neue Technologien gehören in Bürger*innenhand, um ihre Teilhabe bei der Entwicklung des Wohnumfelds zu verbessern.",New technologies belong in the hands of citizens in order to improve their participation in the development of their living environment.,202.1,,1. 1.1  
Mit zunehmender Klimaerwärmung müssen wir unsere Städte umbauen.,"As global warming increases, we need to rebuild our cities.",501,,2. 2.1  
Die Hitze wird im Sommer unerträglich und eine Gefahr für Gesundheit und Leben.,The heat becomes unbearable in summer and a danger to health and life.,501,,3. 2.2  
Es kommt immer häufiger zu Trinkwasserknappheit.,Drinking water shortages are becoming more frequent.,501,,4. 2.2  
"Das trifft besonders Menschen, die ihre Arbeit im Freien verrichten, aber auch Kinder auf Spielplätzen und alte Menschen.","This particularly affects people who work outdoors, but also children in playgrounds and the elderly.",503,,5. 1.2  
Klimaanpassung und Katastrophenschutz müssen als selbstverständliche Aufgaben der öffentlichen Versorgung definiert werden.,Climate adaptation and disaster prevention must be defined as self-evident tasks of public services.,501,,6. 2.3  
"Wir wollen mehr öffentliche Parks und Grünflächen, Kleingärten und Gemeinschaftsgärten gegen die Hitze, öffentliche Toiletten und Wasserspender.","We want more public parks and green spaces, allotments and community gardens to combat the heat, public toilets and water dispensers.",501,,7. 1.2  
"Hierfür ist es erforderlich, dass das Kleingartenwesen gestärkt wird.","To achieve this, it is necessary to strengthen allotment gardening.",501,,8. 3.1  
"Gebäude- und Flächenbegrünung wollen wir ausweiten, da Pflanzen eine kühlende Wirkung haben.","We want to expand the greening of buildings and areas, as plants have a cooling effect.",501,,9. 1.1  
"Wir müssen die Flächenentsiegelung vorantreiben, Städte müssen zu Schwammstädten werden und vor Flutkatastrophen geschützt werden.","We need to drive forward the unsealing of land, cities must become sponge cities and be protected from flood disasters.",501,,10. 3.2  
Den Luftaustausch zwischen der Stadt und dem Umland wollen wir durch eine bessere Raumplanung verbessern.,We want to improve the exchange of air between the city and the surrounding countryside through better spatial planning.,501,,11. 1.1  
Wir wollen Sorgearbeit vergesellschaften!,We want to socialize care work!,413,,12. 2.2  
"Um die Nahversorgung im Wohnumfeld zu sichern, wollen wir leerstehendes Gewerbe (insbesondere große Gewerbeflächen wie Shoppingmalls oder Warenhäuser) in kommunale oder genossenschaftliche Hand überführen","In order to secure local supply in residential areas, we want to transfer vacant businesses (especially large commercial spaces such as shopping malls or department stores) to municipal or cooperative ownership",413,,13. 1.3  
und zu Sorgezentren umgestalten.,and transform them into care centers.,504,,14. 1.4  
"Sie sollen Menschen entlasten durch Unterstützungsangebote für pflegende Angehörige und leicht zugängliche soziale Dienstleistungen wie Gesundheitsberatung, Bildungsberatung und administrative Hilfe.","They should relieve the burden on people by providing support services for family caregivers and easily accessible social services such as health advice, educational advice and administrative assistance.",504,,15. 4.1  
"Zudem braucht es Orte, an denen sich Menschen treffen können, ohne etwas kaufen und konsumieren zu müssen.",There is also a need for places where people can meet without having to buy or consume anything.,606.1,,16. 3.3  
"Die Städtebauförderung muss am Leitbild einer inklusiven und barrierefreien Stadt ausgerichtet werden, in der ein gleichberechtigtes Zusammenleben aller Menschen mit und ohne Behinderung erreicht wird.",Urban development funding must be aligned with the vision of an inclusive and barrier-free city in which all people with and without disabilities can live together on an equal footing.,503,,17. 3.4
Dazu gehört universelles Design (Design für alle bzw. Nutzen-für-alle-Konzept) gemäß Artikel 2 der Behindertenrechtskonvention der Vereinten Nationen.,This includes universal design (design for all or benefit-for-all concept) in accordance with Article 2 of the United Nations Convention on the Rights of Persons with Disabilities.,503,,1. 1.1  
"Bundesregularien sollen es Stadt planer*innen ermöglichen, verstärkt Freiräume etwa für die Clubkultur zu berücksichtigen, die für eine partizipative und experimentelle Nutzung zur Verfügung stehen.","Federal regulations should enable urban planners to take greater account of open spaces, for example for club culture, which are available for participatory and experimental use.",502,,2. 1.2  
"Außerdem fordern wir für alle Städte und Gemeinden: Ein Bildungssystem, das Ungerechtigkeit bekämpft, anstatt sie zu verstärken.",We are also demanding this for all cities and municipalities: An education system that fights injustice instead of reinforcing it.,503,,3. 1.1  
Wir wollen den Ausbau einer familienentlastenden Infrastruktur mit guter Erreichbarkeit vorantreiben.,We want to drive forward the expansion of family-friendly infrastructure with good accessibility.,504,,4. 1.3  
Gute Schulen und Kitas müssen in allen Stadtteilen selbstverständlich sein (Kapitel 10).,Good schools and daycare centers must be a matter of course in all districts (Chapter 10).,506,,5. 2.1  
"Pünktliche Busse und Bahnen, die auch regelmäßig ins Umland fahren und in Zukunft kostenfrei sind (Kapitel 9).",Punctual buses and trains that also run regularly to the surrounding areas and will be free of charge in future (Chapter 9).,411,,6. 2.2  
"Zugang für alle zu überwiegend lokal und gemeinwirtschaftlich produzierter, preiswerter Energie zu sozial gestaffelten Preisen (Kapitel 1 und 8).","Access for all to predominantly locally and publicly produced, affordable energy at socially staggered prices (Chapters 1 and 8).",503,,7. 3.1  
"Eine Ausrichtung der Gesundheitsversorgung und der Pflege an den Bedürfnissen der Patient*innen und Beschäftigten anstatt an Wettbewerb, Kostendruck und Profit.","Orientation of healthcare and nursing towards the needs of patients and employees instead of competition, cost pressure and profit.",504,,8. 3.2  
Wir unterstützen Modellprojekte für neue Versorgungsformen wie die bestehenden und entstehenden Stadtteilgesundheitszentren und Polikliniken (Kapitel 5).,We support model projects for new forms of care such as the existing and emerging district health centers and polyclinics (Chapter 5).,504,,9. 1.3
Bezahlbaren Wohnraum für alle (Kapitel 2).,Affordable housing for all (Chapter 2).,503,,1. 1  
13. Gerechtigkeit für Ostdeutschland,13. justice for eastern Germany,H,,2. 1  
Die Menschen in Ostdeutschland haben in den letzten 35 Jahren eine Menge erreicht.,The people of East Germany have achieved a great deal in the last 35 years.,503,,3. 1  
Nach dem industriellen und sozialen Kahlschlag und der Massenarbeitslosigkeit nach der Wende haben sie sich ein neues Leben aufgebaut.,"After the industrial and social clear-cutting and mass unemployment following reunification, they have built a new life for themselves.",503,,4. 1.1  
Der Ausverkauf durch die Treuhand wirkt aber immer noch nach: Von wenigen Leuchtturmregionen abgesehen bilden die ostdeutschen Bundesländer noch immer die größte zusammenhängende strukturschwache Region Deutschlands.,"However, the sell-off by the Treuhand is still having an impact: Apart from a few lighthouse regions, the eastern German states still form the largest contiguous structurally weak region in Germany.",503,,5. 1.1  
"Die Einkommen sind durchschnittlich 17 Prozent niedriger als im Westen, die Renten auch nach 40 Versicherungsjahren 150 Euro geringer als in Westdeutschland.","Incomes are on average 17 percent lower than in the West, pensions are 150 euros lower than in West Germany even after 40 years of insurance.",503,,6. 1.1  
"In Führungspositionen sind Ostdeutsche deutlich seltener vertreten, daran hat die Ampel-Regierung nichts geändert.","East Germans are much less likely to be represented in management positions, and the traffic light government has done nothing to change this.",503,,7. 2.1  
"Ostdeutsche leisten so viel wie alle anderen, aber sie bekommen nicht das Gleiche dafür.","East Germans do as much as everyone else, but they don't get the same in return.",503,,8. 2.1  
Das muss sich endlich ändern!,This must finally change!,503,,9. 1  
Jede*r vierte Ostdeutsche muss mit einem Einkommen nur knapp über dem Mindestlohn zurechtkommen.,One in four East Germans has to make do with an income just above the minimum wage.,701,,10. 1  
Fast 30 Prozent der Ostdeutschen arbeiteten für weniger als 14 Euro pro Stunde.,Almost 30 percent of East Germans work for less than 14 euros per hour.,701,,11. 1  
Gleicher Lohn für gleiche Arbeit muss auch zwischen Ost und West gelten!,Equal pay for equal work must also apply between East and West!,503,,12. 1  
"Der gesetzliche Mindestlohn muss hoch auf mindestens 15 Euro (spätestens 2026 auf 16 Euro) und die Tarifbindung gestärkt werden, damit alle von ihrer Arbeit gut leben können (Kapitel 7).",The statutory minimum wage must be raised to at least 15 euros (by 2026 at the latest to 16 euros) and collective bargaining must be strengthened so that everyone can make a good living from their work (Chapter 7).,412,,13. 1  
Sichere Renten und gleiche Rente für gleiche Lebensleistung!,Secure pensions and equal pensions for equal lifetime earnings!,503,,14. 1  
"Der Umrechnungsfaktor für Ostrenten muss bis 2030 fortgeführt werden oder bis zu dem Zeitpunkt, an dem die Durchschnittslöhne im ersten Flächenland im Osten höher sind als in einem Westflächenland.",The conversion factor for eastern pensions must be continued until 2030 or until the point at which average wages in the first area state in the east are higher than in a western area state.,503,,15. 1.2  
Wir fordern eine rechtliche Korrektur der Rentenüberleitung.,We are calling for a legal correction to the pension transition.,503,,16. 1.2  
Die Lebensleistung der ostdeutschen Rentner*innen aus den betroffenen Personen- und Berufsgruppen muss durch einmalige Entschädigungszahlungen aus einem einzurichtenden „Gerechtigkeitsfonds“ anerkannt werden.,"The lifetime achievements of East German pensioners from the affected groups of people and professions must be recognized through one-off compensation payments from a ""justice fund"" to be set up.",504,,17. 1.1  
"Verlässliche Investitionspläne müssen die wirtschaftliche Transformation absichern, speziell auch in den Autoregionen,","Reliable investment plans must secure the economic transformation, especially in the car regions,",411,,18. 1.1  
