text,text_en,cmp_code,eu_code,party,domain
"Das beste Mittel für eine verlässliche Altersvorsorge und einen möglichst geringen Rentenbeitragssatz sind gute Löhne und eine breite Basis derer, die in die Rente einzahlen.",The best means of ensuring reliable old-age provision and the lowest possible pension contribution rate are good wages and a broad base of those who pay into the pension.,701,,Grüne,Social Groups
"Deshalb fördern wir sozialversicherungspflichtige Beschäftigung und verbessern insbesondere die Erwerbsmöglichkeiten für Frauen durch gleiche Löhne, gute Kinderbetreuung, gute Rahmenbedingungen für eine bessere Vereinbarkeit von Erwerbstätigkeit, Familie und Sorgearbeit sowie ein einfacheres Rückkehrrecht in Vollzeit.","We therefore promote employment subject to social insurance contributions and improve employment opportunities for women in particular through equal pay, good childcare, good framework conditions for a better work-life balance and a simpler right to return to full-time work.",701,,Grüne,Social Groups
Durch qualifizierte Zuwanderung und Integration in den Arbeitsmarkt stärken wir unsere Wirtschaftskraft,"Through qualified immigration and integration into the labor market, we are strengthening our economic power",410,,Grüne,Economy
und steigern die Beitragszahlungen in die Rente.,and increasing pension contributions.,504,,Grüne,Welfare & Quality
"Und wir schaffen Anreize, um ältere Beschäftigte gesünder und länger im Erwerbsleben zu halten.",And we are creating incentives to keep older employees healthier and in employment for longer.,505,,Grüne,Welfare & Quality
Dafür investieren wir auch in Präventions- und Rehamaßnahmen und ermöglichen flexible Übergänge in die Altersrente.,"To this end, we are also investing in prevention and rehabilitation measures and enabling flexible transitions to retirement.",505,,Grüne,Welfare & Quality
"Um die Renten zu stärken, werden wir auch erneut den Mindestlohn anheben und prekäre Beschäftigung, insbesondere Minijobs, abbauen.","To strengthen pensions, we will again raise the minimum wage and reduce precarious employment, especially mini-jobs.",504,,Grüne,Welfare & Quality
"Um das Alterssicherungssystem gerechter und zukunftsfest zu machen, wollen wir die gesetzliche Rente schrittweise zu einer Bürgerversicherung weiterentwickeln.","In order to make the pension system fairer and future-proof, we want to gradually develop the statutory pension into a citizens' insurance scheme.",504,,Grüne,Welfare & Quality
Dafür sollen auch Abgeordnete in die gesetzliche Rente einzahlen und auch nicht anderweitig abgesicherte Selbstständige wollen wir unter fairen Bedingungen einbeziehen.,"To this end, members of parliament should also pay into the statutory pension and we also want to include self-employed people who are not otherwise insured under fair conditions.",503,,Grüne,Welfare & Quality
"Auch Beamtinnen sollen perspektivisch, unter Beibehaltung des Alimentationsprinzips, in die gesetzliche Rente einbezogen werden.","Female civil servants should also be included in the statutory pension in the future, while retaining the principle of alimentation.",504,,Grüne,Welfare & Quality
Wir halten an der Rente mit 67 fest.,We are sticking to the retirement age of 67.,504,,Grüne,Welfare & Quality
"Aber wir schaffen Anreize und machen es den Menschen leichter, länger zu arbeiten, wenn sie dies wollen, auch über die Regelaltersgrenze hinaus.","But we are creating incentives and making it easier for people to work longer if they want to, even beyond the standard retirement age.",201.1,,Grüne,Non-coded
"Wir schaffen daher einen flexibleren Übergang in Altersteilzeit und Vorteile, damit sich die Weiterarbeit neben dem Rentenbezug noch mehr lohnt.",We are therefore creating a more flexible transition to partial retirement and benefits to make it even more worthwhile to continue working while drawing a pension.,505,,Grüne,Welfare & Quality
"Dafür werden wir den Arbeitgeberbeitrag zur Arbeitslosen- und Rentenversicherung an die Arbeitnehmer*innen auszahlen, falls sie sich gegen freiwillige Beiträge in die Rentenversicherung entscheiden.","To this end, we will pay the employer's contribution to unemployment and pension insurance to employees if they decide not to make voluntary contributions to pension insurance.",504,,Grüne,Welfare & Quality
Wir schaffen in der gesetzlichen Rentenversicherung eine ergänzende Kapitaldeckung - und zwar ausschließlich mittels Darlehen aus dem Bundeshaushalt und der Übertragung von Eigenmitteln vom Bund.,We will create supplementary capital cover in the statutory pension insurance scheme - exclusively by means of loans from the federal budget and the transfer of own funds from the federal government.,504,,Grüne,Welfare & Quality
Eine Kapitalanlage aus Rentenbeitragsmitteln schließen wir dagegen dauerhaft aus.,"In contrast, we are permanently ruling out capital investment from pension contribution funds.",504,,Grüne,Welfare & Quality
"Wir führen einen öffentlich verwalteten Bürger*innenfonds ein, der neben sozialen Kriterien","We are introducing a publicly managed citizens' fund which, in addition to social criteria",503,,Grüne,Welfare & Quality
auch Nachhaltigkeitskriterien berücksichtigt,takes sustainability criteria into account,416.2,,Grüne,Non-coded
"und sich am 1,5-Grad-Ziel des Pariser Klimaabkommens ausrichtet.",and is aligned with the 1.5 degree target of the Paris Climate Agreement.,501,,Grüne,Welfare & Quality
Dies stellen wir durch umfassende parlamentarische Kontrolle sicher.,We will ensure this through comprehensive parliamentary oversight.,202.1,,Grüne,Non-coded
Der Bürgerinnenfonds soll solide und professionell geführt werden und in die Realwirtschaft investieren.,The citizens' fund should be managed soundly and professionally and invest in the real economy.,505,,Grüne,Welfare & Quality
"Die aus den staatlichen Einlagen resultierenden Erträge werden auch zur Finanzierung der Garantierente beitragen, was insbesondere Frauen und Menschen in den ostdeutschen Bundesländern unterstützt.","The income resulting from the state deposits will also contribute to financing the guaranteed pension, which will support women and people in the eastern German states in particular.",503,,Grüne,Welfare & Quality
"Darüber hinaus wollen wir, dass mehr Menschen als bisher von einer privaten Altersvorsorge profitieren.","In addition, we want more people than before to benefit from private pension provision.",505,,Grüne,Welfare & Quality
"Auch hierfür greifen wir auf den Bürgerinnenfonds zurück, der kostengünstig die Vorteile des Kapitalmarktes erschließt.","To this end, we are also making use of the Citizens' Fund, which taps into the advantages of the capital market at low cost.",505,,Grüne,Welfare & Quality
Neben der Verwaltung der staatlichen Einlagen sollen in dem Fonds auch Bürgerinnen Geld für ihre individuelle Altersvorsorge anlegen können.,"In addition to managing state deposits, the fund will also enable female citizens to invest money for their individual retirement provision.",505,,Grüne,Welfare & Quality
"Sie sollen die Möglichkeit erhalten, zu sehr geringen Kosten in den öffentlich verwalteten Bürgerinnenfonds zu investieren und ihre Erträge zur individuellen und freiwilligen Vorsorge zu verwenden.",They should be given the opportunity to invest in the publicly managed citizens' fund at very low cost and use the returns for their individual and voluntary pension provision.,505,,Grüne,Welfare & Quality
Alternativ dazu können sie auch andere private Angebote wie ETF- Sparpläne nutzen.,"Alternatively, they can also use other private offerings such as ETF savings plans.",505,,Grüne,Welfare & Quality
"Dafür werden wir die Freibeträge für Kleinsparer*innen erhöhen, sie dynamisch an die Inflation anpassen und die öffentliche Zulagenförderung auf niedrige und mittlere Einkommen fokussieren.","To this end, we will increase the tax-free allowances for small savers, adjust them dynamically to inflation and focus public subsidies on low and middle incomes.",505,,Grüne,Welfare & Quality
"Wer nicht teilnehmen möchte, kann widersprechen.",Anyone who does not want to participate can object.,201.1,,Grüne,Non-coded
"Den Bürgerinnenfonds öffnen wir als fairen und transparenten Weg auch für die betriebliche Altersversorgung, damit noch mehr Beschäftigte, insbesondere von kleinen und mittleren Unternehmen, von Betriebsrenten profitieren.","We are opening up the citizens' fund as a fair and transparent way for company pension schemes to benefit even more employees, especially those in small and medium-sized enterprises.",504,,Grüne,Welfare & Quality
Auch weitere Kapitalsammelstellen sollen den Bürgerinnenfonds zur Geldanlage für die Altersvorsorge nutzen dürfen.,Other capital collection points should also be allowed to use the citizens' fund to invest money for retirement provision.,505,,Grüne,Welfare & Quality
"Generell wollen wir mehr Anreize schaffen, um weitere kostengünstige und ertragreiche Alternativen für die private Altersvorsorge zu schaffen.","In general, we want to create more incentives to create further low-cost and high-yield alternatives for private pension provision.",505,,Grüne,Welfare & Quality
"Menschen, die lange in die Rentenkasse eingezahlt haben, aber aus gesundheitlichen Gründen nicht länger arbeiten können, verdienen unsere solidarische Unterstützung.",People who have paid into the pension fund for a long time but are no longer able to work for health reasons deserve our solidarity-based support.,504,,Grüne,Welfare & Quality
Deshalb wollen wir die Erwerbsminderungsrente verbessern.,That is why we want to improve the reduced earning capacity pension.,504,,Grüne,Welfare & Quality
"Für besonders langjährig Versicherte wollen wir die sogenannte Rente mit 63 beibehalten, welche insbesondere denjenigen zugutekommt, die nach jahrzehntelanger, anspruchsvoller und körperlicher Arbeit ihre Belastungsgrenze erreicht haben.","We want to retain the so-called pension at 63 for particularly long-term insured persons, which particularly benefits those who have reached their limits after decades of demanding and physical work.",504,,Grüne,Welfare & Quality
Für verlässliche soziale Sicherung,For reliable social security,H,,Grüne,Non-coded
In herausfordernden Zeiten braucht es einen starken und verlässlichen Sozialstaat.,"In challenging times, we need a strong and reliable welfare state.",504,,Grüne,Welfare & Quality
"Denn jeder Mensch hat das Recht auf soziale Teilhabe, auf ein würdevolles Leben.",Because everyone has the right to social participation and a dignified life.,503,,Grüne,Welfare & Quality
Deswegen haben wir Hartz IV überwunden und mit der Einführung des Bürgergeldes einen wichtigen Schritt hin zu mehr sozialer Gerechtigkeit gemacht.,That is why we have overcome Hartz IV and taken an important step towards greater social justice with the introduction of the citizen's income.,503,,Grüne,Welfare & Quality
"Das Bürgergeld soll vor Armut schützen, indem es ein soziokulturelles Existenzminimum gewährleistet und die Teilhabe an unserer Gesellschaft ermöglicht.",The citizen's income is intended to protect against poverty by guaranteeing a socio-cultural subsistence level and enabling people to participate in our society.,504,,Grüne,Welfare & Quality
"Wir lassen nicht zu, dass der Regelsatz darunter sinkt.",We will not allow the standard rate to fall below this.,504,,Grüne,Welfare & Quality
"Deshalb passen wir das Bürgergeld regelmäßig an, damit das soziokulturelle Existenzminimum immer garantiert ist.",That is why we regularly adjust the Citizen's Income so that the socio-cultural minimum subsistence level is always guaranteed.,504,,Grüne,Welfare & Quality
Die Leistungen werden wir perspektivisch individualisieren.,We will individualize the benefits in the future.,504,,Grüne,Welfare & Quality
"Statt arbeitslose und arbeitende Menschen gegeneinander auszuspielen, unterstützen wir die Menschen,","Instead of pitting unemployed and working people against each other, we will support people,",504,,Grüne,Welfare & Quality
fördern gesellschaftliche Teilhabe,promote social participation,503,,Grüne,Welfare & Quality
und sorgen gleichzeitig für gute und auskömmliche Arbeit.,and at the same time ensure good and adequate work.,701,,Grüne,Social Groups
"Denn unser Ziel ist es, dass Menschen, die arbeiten, immer mehr im Geldbeutel haben.","After all, our aim is to ensure that people who work always have more in their wallets.",701,,Grüne,Social Groups
"Zu einer verlässlichen sozialen Sicherung gehört für uns daher auch, ein angemessener Mindestlohn","For us, reliable social security therefore also includes an appropriate minimum wage",412,,Grüne,Economy
und prekäre Beschäftigung abzubauen.,and a reduction in precarious employment.,701,,Grüne,Social Groups
"So stärken wir Menschen in Zeiten des Wandels, geben Halt und Sicherheit und eröffnen Perspektiven für ein selbstbestimmtes Leben.","In this way, we empower people in times of change, provide stability and security and open up prospects for a self-determined life.",701,,Grüne,Social Groups
"Es gibt Gründe, warum Menschen auf Bürgergeld angewiesen sind.",There are reasons why people are dependent on citizen's income.,504,,Grüne,Welfare & Quality
"Viele von ihnen arbeiten, müssen aber mit Bürgergeld aufstocken, weil ihr Lohn nicht zum Leben reicht.","Many of them work, but have to supplement their income with citizen's income because their wages are not enough to live on.",504,,Grüne,Welfare & Quality
"Andere machen Aus- oder Weiterbildungen, betreuen kleine Kinder, pflegen Angehörige und können daher dem Arbeitsmarkt nicht zur Verfügung stehen.","Others are undergoing training or further education, looking after young children or caring for relatives and are therefore unable to join the labor market.",504,,Grüne,Welfare & Quality
"Den Menschen, die tatsächlich arbeitslos sind, fehlt es häufig an einer Ausbildung oder sie haben persönliche Schicksalsschläge erlitten.",The people who are actually unemployed often lack training or have suffered personal strokes of fate.,504,,Grüne,Welfare & Quality
Mit dem Bürgergeld haben wir bereits wichtige Instrumente geschaffen und zentral war für uns die Abschaffung des Vermittlungsvorrangs.,We have already created important instruments with the Citizen's Income and the abolition of placement priority was central to our approach.,504,,Grüne,Welfare & Quality
"Damit liegt der Fokus auf Qualifizierung, Weiterbildung und Maßnahmen, mit denen eine nachhaltige Vermittlung in Erwerbstätigkeit gefördert wird.","The focus is now on qualifications, further training and measures that promote sustainable placement in employment.",701,,Grüne,Social Groups
"Es gibt individuelles Coaching, Arbeitsgelegenheiten und geförderte Beschäftigung durch den sozialen Arbeitsmarkt.","There is individual coaching, work opportunities and subsidized employment through the social labour market.",701,,Grüne,Social Groups
Diese Angebote der Jobcenter wollen wir weiterentwickeln.,We want to further develop these services offered by the job centers.,701,,Grüne,Social Groups
Einen Fokus legen wir zudem auf die Gesundheit der Erwerbslosen und insbesondere auf professionelle psychosoziale Unterstützung.,We also focus on the health of the unemployed and in particular on professional psychosocial support.,504,,Grüne,Welfare & Quality
"Ein starker Sozialstaat traut den Menschen etwas zu, setzt auf Anreize und Unterstützung, baut auf ihr Engagement, eröffnet neue Chancen und Perspektiven und gibt ihnen damit die Möglichkeit, wieder ein selbstbestimmtes Leben zu führen.","A strong welfare state gives people confidence, relies on incentives and support, builds on their commitment, opens up new opportunities and prospects and thus gives them the chance to lead a self-determined life again.",504,,Grüne,Welfare & Quality
Wir verbessern die Anreize zur Aufnahme von Arbeit,We are improving the incentives to take up work,701,,Grüne,Social Groups
"und schaffen in Zusammenarbeit mit Arbeitgebern und Kammern Maßnahmen, um Menschen wieder an den Arbeitsmarkt heranzuführen.","and, in cooperation with employers and chambers, are creating measures to get people back into the labor market.",701,,Grüne,Social Groups
"Wenn Menschen trotz Arbeit auf zusätzliche Unterstützung angewiesen sind, soll es sich für sie noch mehr als bisher lohnen, ihren Stundenumfang zu erhöhen.","If people are dependent on additional support despite working, it should be even more worthwhile than before for them to increase the number of hours they work.",701,,Grüne,Social Groups
"Damit sich die Menschen in unserem Sozialstaat zurechtfinden und ihn wieder als gerecht empfinden, muss er einfacher, unbürokratischer und transparenter werden.","In order for people to find their way around our welfare state and perceive it as fair again, it must become simpler, less bureaucratic and more transparent.",504,,Grüne,Welfare & Quality
Die Leistungen sollen so pauschal wie möglich und so individuell wie nötig sein.,Benefits should be as flat-rate as possible and as individualized as necessary.,504,,Grüne,Welfare & Quality
"Wer mehr arbeitet, hat am Ende auch mehr auf dem Konto.","If you work more, you end up with more in your account.",701,,Grüne,Social Groups
"Niemand muss kompliziert beantragen, was einfach und nach klaren Regeln und Kriterien direkt ausgezahlt werden kann.",No one has to make complicated applications for what can be paid out simply and directly according to clear rules and criteria.,504,,Grüne,Welfare & Quality
Diese Reform erfordert einen breiten partizipativen Prozess.,This reform requires a broad participatory process.,202.1,,Grüne,Non-coded
"Zu den staatlichen Sozialversicherungssystemen sollen alle Zugang haben - unabhängig davon, ob sie selbstständig oder abhängig beschäftigt arbeiten.",Everyone should have access to the state social security systems - regardless of whether they are self-employed or employed.,504,,Grüne,Welfare & Quality
Für Selbstständige vereinfachen wir daher den Zugang zur freiwilligen Arbeitslosenversicherung.,We are therefore simplifying access to voluntary unemployment insurance for the self-employed.,504,,Grüne,Welfare & Quality
KAPITEL 3: FRIEDEN IN FREIHEIT SICHERN,CHAPTER 3: SECURING PEACE IN FREEDOM,H,,Grüne,Non-coded
INNEN UND AUẞEN,INSIDE AND OUTSIDE,H,,Grüne,Non-coded
Unsere Demokratie ist das Fundament unseres Landes.,Our democracy is the foundation of our country.,202.1,,Grüne,Non-coded
"Sie stellt das in den Mittelpunkt, was uns zusammenhält: die Freiheit",It focuses on what holds us together: the freedom,201.1,,Grüne,Non-coded
und die Würde aller Menschen.,and dignity of all people.,201.2,,Grüne,Non-coded
Unsere Demokratie ist Gemeinsamkeit in Vielfalt und sie ist wehrhaft.,Our democracy is unity in diversity and it is resilient.,202.1,,Grüne,Non-coded
Sie lebt von einer gemeinsamen demokratischen Kultur ebenso wie von starken rechtsstaatlichen Institutionen.,It thrives on a common democratic culture as well as on strong constitutional institutions.,202.1,,Grüne,Non-coded
Und sie lebt von einem starken Europa.,And it thrives on a strong Europe.,108,,Grüne,External Relations
Demokratie geht von den Bürgerinnen aus - und hat deshalb die Kraft des Zusammenhalts.,Democracy comes from the citizens - and therefore has the power of cohesion.,202.1,,Grüne,Non-coded
"Liberale Demokratie heißt: Rechtsstaatlichkeit und Gewaltenteilung, Schutz von Minderheiten und von individuellen Freiheitsrechten sowie freier Wettbewerb um die beste Idee und Lösung - und hat deshalb die Kraft zur Erneuerung, die Kraft, die drängenden Probleme zu lösen.","Liberal democracy means: the rule of law and separation of powers, protection of minorities and individual freedoms as well as free competition for the best ideas and solutions - and therefore has the power to renew itself, the power to solve pressing problems.",202.1,,Grüne,Non-coded
"Sie lebt von gegenseitiger Zuwendung, vom Streit in Respekt, von der Kompromiss- und Koalitionsbereitschaft unter Demokrat*innen.","It thrives on mutual respect, on disputes in respect, on the willingness of democrats to compromise and form coalitions.",202.1,,Grüne,Non-coded
Im Angesicht der Bedrohungen für unsere Demokratie kommt es darauf an: Wir müssen uns als Land auf unsere demokratische Kraft neu besinnen.,"In the face of threats to our democracy, this is what matters: As a country, we must refocus on our democratic strength.",202.1,,Grüne,Non-coded
"Unsere Demokratie stärken heißt, sie nach innen lebendig und repräsentativ zu halten.",Strengthening our democracy means keeping it alive and representative internally.,202.1,,Grüne,Non-coded
"Demokratie stärken heißt, jetzt die drängenden Zukunftsfragen anzugehen.",Strengthening democracy means tackling the pressing issues of the future now.,202.1,,Grüne,Non-coded
"Demokratie stärken heißt, Widerstandsfähigkeit gegen Demokratiefeind*innen und Angriffe auf die Integrität von Wahlen, unsere Werte und Institutionen zu bilden.","Strengthening democracy means building resilience against enemies of democracy and attacks on the integrity of elections, our values and institutions.",202.1,,Grüne,Non-coded
"Unser Land weiß um seine Kraft als Einwanderungsland, das Menschen willkommen heißt und Schutz bietet -",Our country is aware of its strength as a country of immigration that welcomes people and offers protection -,602.2,,Grüne,Non-coded
"im Inneren vereint und mit der Welt verbunden,","united at home and connected to the world,",107,,Grüne,External Relations
"streitbar unter Demokrat*innen,",combative among democrats,202.1,,Grüne,Non-coded
aber mit klarer Kante gegen Diskriminierung.,", but with a clear edge against discrimination.",503,,Grüne,Welfare & Quality
"Unsere Demokratie entfaltet ihre Stärke dann, wenn alle Menschen gleichberechtigt teilhaben und mitbestimmen können.",Our democracy unfolds its strength when all people can participate and have a say on an equal footing.,202.1,,Grüne,Non-coded
Eine starke Demokratie verbindet Freiheit und Sicherheit.,A strong democracy combines freedom and security.,202.1,,Grüne,Non-coded
"Sie steht auf dem Fundament eines verlässlichen Rechtsstaats, einer unabhängigen Justiz.",It stands on the foundation of a reliable constitutional state and an independent judiciary.,202.1,,Grüne,Non-coded
Sie schützt unsere Rechte und unsere Freiheiten.,It protects our rights and our freedoms.,201.1,,Grüne,Non-coded
Sie wird geschützt durch Demokrat*innen,It is protected by democrats,202.1,,Grüne,Non-coded
"- und zugleich durch handlungsfähige Sicherheitsbehörden, engagierte Polizist*innen und einen starken Bevölkerungsschutz.","- and at the same time by effective security authorities, committed police officers and strong civil protection.",605.1,,Grüne,Non-coded
"Zu lange haben wir in Deutschland geglaubt, unsere Sicherheit in Europa sei selbstverständlich.","For too long, we in Germany have believed that our security in Europe could be taken for granted.",104,,Grüne,External Relations
"Aber unsere Sicherheit wird von außen und innen angegriffen, und beide Dimensionen greifen zunehmend ineinander.","But our security is under attack from outside and inside, and the two dimensions are increasingly intertwined.",104,,Grüne,External Relations
"Sicherheit im 21. Jahrhundert bedeutet, dass unsere Bundeswehr gut ausgerüstet ist,","Security in the 21st century means that our armed forces are well equipped,",104,,Grüne,External Relations
"und ebenso, dass wir unsere Bahnstrecken, Häfen und Stromleitungen schützen,","and also that we protect our railroad lines, ports and power lines,",411,,Grüne,Economy
"Lieferengpässe vermeiden,","avoid supply bottlenecks,",403,,Grüne,Economy
Cyberangriffe verhindern,prevent cyber attacks,605.1,,Grüne,Non-coded
und unsere Demokratie wehrhaft machen.,and make our democracy resilient.,202.1,,Grüne,Non-coded
Sicherheit bedeutet: uns unabhängiger machen von autoritären Regimen wie Russland oder China.,Security means making us less dependent on authoritarian regimes such as Russia or China.,109,,Grüne,External Relations
Sicherheit ist eine gesamtstaatliche und gesamtgesellschaftliche Aufgabe.,Security is a task for the state and society as a whole.,104,,Grüne,External Relations
Dafür sind wir angewiesen auf ein starkes gemeinsames Europa.,"To achieve this, we need a strong, united Europe.",108,,Grüne,External Relations
Die Europäische Union (EU) ist das erfolgreichste Friedensprojekt seit Ende des Zweiten Weltkriegs.,The European Union (EU) is the most successful peace project since the end of the Second World War.,108,,Grüne,External Relations
"Wo uns einst Frontlinien und Stacheldraht trennten, später dann Mauern und Grenzposten, verbindet uns heute das Bekenntnis zu Freiheit, Rechtsstaat und Demokratie.","Where we were once separated by front lines and barbed wire, and later by walls and border posts, today we are united by our commitment to freedom, the rule of law and democracy.",202.1,,Grüne,Non-coded
"Die EU vereinfacht das Arbeiten, Reisen, Leben, Lieben und Handeln über Grenzen hinweg.","The EU makes it easier to work, travel, live, love and trade across borders.",108,,Grüne,External Relations
"Deshalb wollen wir die EU stärken, erweitern und reformieren.","That is why we want to strengthen, expand and reform the EU.",108,,Grüne,External Relations
Als größtes und wirtschaftlich stärkstes Land tragen wir dafür besondere Verantwortung.,"As the largest and economically strongest country, we have a special responsibility in this regard.",108,,Grüne,External Relations
"Wir arbeiten an starken globalen Partnerschaften - für eine Welt in Frieden und Freiheit,","We are working on strong global partnerships - for a world of peace and freedom,",106,,Grüne,External Relations
in der sich Kooperation gegen Konkurrenz und Krieg behauptet,in which cooperation prevails over competition and war,107,,Grüne,External Relations
und die Stärke des Rechts über das Recht des Stärkeren triumphiert.,and the strength of the law triumphs over the law of the strongest.,202.1,,Grüne,Non-coded
"Der russische Angriffskrieg gegen die Ukraine, der terroristische Angriff gegen Israel, der Krieg in Nahost, humanitäre Notlagen wie in Gaza, in Sudan oder in Afghanistan, aber auch die Klimakrise erfordern höchste Aufmerksamkeit und entschlossenes Handeln.","The Russian war of aggression against Ukraine, the terrorist attack against Israel, the war in the Middle East, humanitarian emergencies such as in Gaza, Sudan and Afghanistan, as well as the climate crisis, require our utmost attention and decisive action.",107,,Grüne,External Relations
Auch das Weltmachtstreben Chinas ist eine Herausforderung für die internationale Zusammenarbeit.,China's quest for global power is also a challenge for international cooperation.,107,,Grüne,External Relations
Mit der ganzen Kraft der Diplomatie stellen wir Kooperation und eine regelbasierte internationale Ordnung dem gefährlichen Modell der Autokraten entgegen.,"With the full force of diplomacy, we are opposing cooperation and a rules-based international order to the dangerous model of autocrats.",107,,Grüne,External Relations
Wir setzen auf einen zukunftsfesten Multilateralismus,We are committed to future-proof multilateralism,107,,Grüne,External Relations
und Partnerschaften zunehmend auch im Globalen Süden.,"and partnerships, increasingly also in the Global South.",107,,Grüne,External Relations
"Wir stehen an der Seite der Menschen, die sich weltweit für Frieden,","We stand by the side of people around the world who are committed to peace,",106,,Grüne,External Relations
"Demokratie,","Democracy,",202.1,,Grüne,Non-coded
Menschenrechte,human rights,201.2,,Grüne,Non-coded
und eine lebenswerte Welt einsetzen.,and a world worth living in.,503,,Grüne,Welfare & Quality
"Der russische Angriffskrieg auf die Ukraine ist auch ein Angriff auf die europäische Friedensordnung - und damit auf unser Fundament aus Frieden, Freiheit, Demokratie und Menschenrechten.","The Russian war of aggression against Ukraine is also an attack on the European peace order - and thus on our foundations of peace, freedom, democracy and human rights.",106,,Grüne,External Relations
Diese Werte müssen wir in einem starken Europa und in einem starken transatlantischen Bündnis (NATO) schützen und verteidigen können.,We must be able to protect and defend these values in a strong Europe and in a strong transatlantic alliance (NATO).,104,,Grüne,External Relations
"Sicherheit denken wir von jedem einzelnen Menschen aus, dessen Würde und Freiheit im Zentrum unserer Politik steht.","We think of security in terms of each individual human being, whose dignity and freedom are at the heart of our policy.",104,,Grüne,External Relations
Deshalb ist Frieden mehr als die Abwesenheit von Krieg.,That is why peace is more than the absence of war.,106,,Grüne,External Relations
"Frieden schafft Raum für Freiheit und Wohlstand, Teilhabe und Selbstbestimmung.","Peace creates space for freedom and prosperity, participation and self-determination.",106,,Grüne,External Relations
Eine lebendige Demokratie,A vibrant democracy,H,,Grüne,Non-coded
Für demokratischen Zusammenhalt,For democratic cohesion,H,,Grüne,Non-coded
"Zusammenhalt entsteht dort, wo Menschen zusammenkommen, bei der Arbeit oder in der Schule, beim Sport oder Musik machen oder beim Einsatz für gute Zwecke oder dem gemeinsamen Feiern.","Cohesion is created where people come together, at work or at school, when playing sport or music, or when working for good causes or celebrating together.",606.1,,Grüne,Non-coded
"Im Dorfgemeinschaftshaus, auf dem Fußballplatz oder in Kirchen, Moscheen oder Synagogen und anderen weltanschaulichen Einrichtungen kann Demokratie lebendig werden.","Democracy can come to life in the village hall, on the soccer pitch or in churches, mosques or synagogues and other ideological institutions.",202.1,,Grüne,Non-coded
"Dazu gehören auch kulturelle Einrichtungen wie Theater, Kinos, Bibliotheken oder Clubs, die Raum für neue Begegnungen und gemeinsame Erfahrungen oder Projekte geben.","This also includes cultural institutions such as theaters, cinemas, libraries or clubs, which provide space for new encounters and shared experiences or projects.",502,,Grüne,Welfare & Quality
Geschäfte und Gastronomie sind ebenso ein Teil davon: Wir wollen diese Orte deshalb im Gewerbemietrecht vor Verdrängung schützen.,Stores and restaurants are also part of this: we therefore want to protect these places from displacement in commercial tenancy law.,606.1,,Grüne,Non-coded
"Öffentliche Räume, an denen Menschen gern zusammenkommen, weil sie unabhängig ihrer finanziellen Situation Zugang haben und sich wohlfühlen, dienen dem Zusammenhalt der Gemeinschaft.","Public spaces where people like to come together because they have access and feel comfortable, regardless of their financial situation, serve the cohesion of the community.",606.1,,Grüne,Non-coded
"Darum sorgen wir dafür, dass Straßen, Parks und Bahnhöfe nicht nur funktional und sauber, sondern für alle Menschen sicher und barrierefrei zugänglich sind.","That is why we ensure that streets, parks and train stations are not only functional and clean, but also safe and barrier-free for everyone.",503,,Grüne,Welfare & Quality
Vielfältige Medien sind zentrale Räume für den gesellschaftlichen Austausch und für unsere Demokratie.,Diverse media are central spaces for social exchange and for our democracy.,202.1,,Grüne,Non-coded
Hier entsteht ein gemeinsamer Informationsstand - lokal,This is where a common pool of information is created - locally,202.1,,Grüne,Non-coded
und mit der ganzen Welt.,and with the whole world.,107,,Grüne,External Relations
Hier wird Kritik geäußert und nach Lösungen gesucht.,This is where criticism is voiced and solutions are sought.,202.1,,Grüne,Non-coded
Deshalb müssen wir ihre Zukunft unter den neuen Bedingungen von Digitalisierung sichern.,That is why we must secure their future under the new conditions of digitalization.,202.1,,Grüne,Non-coded
Wir setzen uns ein für eine lebendige regionale Medienlandschaft,We are committed to a vibrant regional media landscape,202.1,,Grüne,Non-coded
- und fördern gezielt den Lokaljournalismus.,- and specifically promote local journalism.,202.1,,Grüne,Non-coded
"Eine kluge und mit den Ländern abgestimmte Förderung zielt auf die Unterstützung der Arbeit von Journalistinnen,","Clever funding, coordinated with the federal states, aims to support the work of female journalists,",202.1,,Grüne,Non-coded
stärkt die Medienvielfalt,strengthen media diversity,202.1,,Grüne,Non-coded
"und schützt funktionierende Märkte - auch durch gemeinnützige Ansätze, die wir in die Abgabenordnung mit aufnehmen möchten.","and protect functioning markets - also through non-profit approaches, which we would like to include in the tax code.",403,,Grüne,Economy
"Gleichzeitig machen wir den Journalismusberuf attraktiver und sicherer, um gut ausgebildete Nachwuchskräfte für die Zukunft zu gewinnen.","At the same time, we are making the journalism profession more attractive and safer in order to attract well-trained young professionals for the future.",202.1,,Grüne,Non-coded
Zivilgesellschaftliche Institutionen wie Gewerkschaften und Wohlfahrtsverbände stellen eine wichtige Säule unserer Demokratie und des sozialen Zusammenhalts dar.,Civil society institutions such as trade unions and charities are an important pillar of our democracy and social cohesion.,606.1,,Grüne,Non-coded
"Wir würdigen ebenso das Engagement der Kirchen, der Religions- und Weltanschauungsgemeinschaften zum demokratischen und sozialen Zusammenhalt.","We also recognize the commitment of churches, religious and ideological communities to democratic and social cohesion.",603,,Grüne,Social Fabric
Auch Konfessionsfreie tragen zum Zusammenhalt der Gesellschaft bei,Non-denominational people also contribute to the cohesion of society,606.1,,Grüne,Non-coded
